ticker,date,month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,deploy_config,test_month,entry_minute,source_stream,source_file,_source_order,_priority,backfill_required_count,backfill_count_before,backfill_month_target,backfill_partial_month,backfill_mode
SPXW,20260409,202604,13:00,780,zero_dte,PUT,0.4513163403875723,0.2847593419144045,0.4513163403875723,0.5,-0.3,-0.3,thr0.445_maxday1,202604,780,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,64,0,6,6,18,False,primary
SPXW,20260410,202604,10:00,600,zero_dte,CALL,0.4985265657681239,0.4985265657681239,0.2247802966023065,0.5,-0.3,0.5,thr0.445_maxday1,202604,600,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,65,0,7,7,18,False,primary
SPXW,20260413,202604,10:00,600,zero_dte,PUT,0.6754247305122407,0.1141746105261042,0.6754247305122407,-0.3,0.5,0.5,thr0.445_maxday1,202604,600,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,66,0,8,8,18,False,primary
SPXW,20260414,202604,10:00,600,zero_dte,CALL,0.5302269022471457,0.5302269022471457,0.3096866519889937,0.5,-0.3,0.5,thr0.445_maxday1,202604,600,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,67,0,9,9,18,False,primary
SPXW,20260416,202604,11:15,675,zero_dte,PUT,0.4905076421861706,0.2679120964351631,0.4905076421861706,-0.3,0.5,0.5,thr0.445_maxday1,202604,675,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,68,0,10,10,18,False,primary
SPXW,20260417,202604,10:15,615,zero_dte,PUT,0.4570407226520825,0.190573368824842,0.4570407226520825,0.5,-0.3,-0.3,thr0.445_maxday1,202604,615,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,69,0,11,11,18,False,primary
SPXW,20260420,202604,10:00,600,zero_dte,PUT,0.6028379988322075,0.1407924333221071,0.6028379988322075,-0.3,0.5,0.5,thr0.445_maxday1,202604,600,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,70,0,12,12,18,False,primary
SPXW,20260421,202604,10:15,615,zero_dte,PUT,0.5376854276966133,0.2103511291582525,0.5376854276966133,-0.3,0.5,0.5,thr0.445_maxday1,202604,615,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,71,0,13,13,18,False,primary
SPXW,20260422,202604,10:30,630,zero_dte,PUT,0.4985225529690356,0.2322810345845219,0.4985225529690356,-0.3,-0.3,-0.3,thr0.445_maxday1,202604,630,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,72,0,14,14,18,False,primary
SPXW,20260423,202604,10:00,600,zero_dte,CALL,0.6265676499215639,0.6265676499215639,0.18409172737264,0.5,-0.3,0.5,thr0.445_maxday1,202604,600,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,73,0,14,15,18,False,primary
SPXW,20260424,202604,10:00,600,zero_dte,CALL,0.4737210126964507,0.4737210126964507,0.2147707265325154,0.5,-0.3,0.5,thr0.445_maxday1,202604,600,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,74,0,15,16,18,False,primary
SPXW,20260427,202604,10:00,600,zero_dte,PUT,0.5882429592281017,0.1763197369911949,0.5882429592281017,-0.3,-0.3,-0.3,thr0.445_maxday1,202604,600,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,75,0,16,17,18,False,primary
SPXW,20260429,202604,10:15,615,zero_dte,PUT,0.446801100163559,0.2878389694815773,0.446801100163559,0.5,-0.3,-0.3,thr0.445_maxday1,202604,615,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,76,0,18,18,18,False,primary
SPXW,20260430,202604,10:15,615,zero_dte,PUT,0.4474969523377268,0.2514270697487215,0.4474969523377268,0.5,0.5,0.5,thr0.445_maxday1,202604,615,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,77,0,18,19,18,False,primary
SPXW,20260601,202606,10:00,600,zero_dte,CALL,-0.3000000119209289,-0.3000000119209289,-0.3000000119209289,-0.3,-0.3,-0.3,thr-999.000_maxday3,202606,600,forcedmax3_d50,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,246,1,1,0,18,False,fallback_volume_pace
SPXW,20260601,202606,14:15,855,zero_dte,CALL,0.4604268930113898,0.4604268930113898,0.2433067808880105,0.5,-0.3,0.5,thr0.448_maxday3,202606,855,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,78,0,1,1,18,False,primary
SPXW,20260603,202606,10:00,600,zero_dte,CALL,-0.3000000119209289,-0.3000000119209289,-0.3000000119209289,-0.3,-0.3,-0.3,thr-999.000_maxday3,202606,600,forcedmax3_d50,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,252,1,3,2,18,False,fallback_volume_pace
SPXW,20260603,202606,10:45,645,zero_dte,PUT,0.5057520420688315,0.2692915623238139,0.5057520420688315,-0.3,-0.3,-0.3,thr0.448_maxday3,202606,645,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,80,0,3,3,18,False,primary
SPXW,20260603,202606,11:15,675,zero_dte,PUT,0.555927952384479,0.2825959197111273,0.555927952384479,-0.3,0.5,0.5,thr0.448_maxday3,202606,675,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,81,0,3,4,18,False,primary
SPXW,20260604,202606,10:30,630,zero_dte,PUT,0.448917047911872,0.2526405779508232,0.448917047911872,0.5,-0.3,-0.3,thr0.448_maxday3,202606,630,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,82,0,4,5,18,False,primary
SPXW,20260604,202606,11:00,660,zero_dte,PUT,0.453547811895341,0.3073143798024215,0.453547811895341,0.5,-0.3,-0.3,thr0.448_maxday3,202606,660,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,83,0,4,6,18,False,primary
SPXW,20260604,202606,12:30,750,zero_dte,PUT,0.4873393666979123,0.2996327324408193,0.4873393666979123,0.5,-0.3,-0.3,thr0.448_maxday3,202606,750,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,84,0,4,7,18,False,primary
SPXW,20260605,202606,10:00,600,zero_dte,CALL,0.4606489346409387,0.4606489346409387,0.1594437612595937,0.5,-0.3,0.5,thr0.448_maxday3,202606,600,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,85,0,5,8,18,False,primary
SPXW,20260605,202606,10:30,630,zero_dte,PUT,0.5545507782484684,0.2668026873962263,0.5545507782484684,-0.3,-0.3,-0.3,thr0.448_maxday3,202606,630,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,86,0,5,9,18,False,primary
SPXW,20260605,202606,11:00,660,zero_dte,PUT,0.572150151473098,0.2305387115874899,0.572150151473098,-0.3,0.5,0.5,thr0.448_maxday3,202606,660,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,87,0,5,10,18,False,primary
SPXW,20260608,202606,10:00,600,zero_dte,CALL,0.5955931964230068,0.5955931964230068,0.1773704452352565,0.5,-0.3,0.5,thr0.448_maxday3,202606,600,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,88,0,5,11,18,False,primary
SPXW,20260608,202606,11:00,660,zero_dte,PUT,0.5455894950351138,0.3452982697342432,0.5455894950351138,-0.3,0.5,0.5,thr0.448_maxday3,202606,660,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,89,0,5,12,18,False,primary
SPXW,20260608,202606,13:30,810,zero_dte,PUT,0.4806749064120429,0.3541414760443887,0.4806749064120429,-0.3,0.5,0.5,thr0.448_maxday3,202606,810,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,90,0,5,13,18,False,primary
SPXW,20260609,202606,10:00,600,zero_dte,PUT,0.7305110743877766,0.2425440433791306,0.7305110743877766,-0.3,-0.3,-0.3,thr0.448_maxday3,202606,600,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,91,0,6,14,18,False,primary
SPXW,20260609,202606,12:00,720,zero_dte,PUT,0.4762483034393044,0.2189393871584574,0.4762483034393044,-0.3,0.5,0.5,thr0.448_maxday3,202606,720,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,92,0,6,15,18,False,primary
SPXW,20260609,202606,12:45,765,zero_dte,PUT,0.4856716805849035,0.2260649509801606,0.4856716805849035,-0.3,0.5,0.5,thr0.448_maxday3,202606,765,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,93,0,6,16,18,False,primary
SPXW,20260610,202606,10:00,600,zero_dte,PUT,0.6308676318801881,0.2995853656873899,0.6308676318801881,0.5,-0.3,-0.3,thr0.448_maxday3,202606,600,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,94,0,7,17,18,False,primary
SPXW,20260610,202606,13:00,780,zero_dte,PUT,0.4730763972258677,0.3657279331558688,0.4730763972258677,-0.3,0.5,0.5,thr0.448_maxday3,202606,780,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,95,0,7,18,18,False,primary
SPXW,20260610,202606,14:00,840,zero_dte,PUT,0.4813485833978087,0.3109527304635194,0.4813485833978087,-0.3,-0.3,-0.3,thr0.448_maxday3,202606,840,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,96,0,7,19,18,False,primary
SPXW,20260611,202606,10:00,600,zero_dte,PUT,0.4790234769391732,0.1762935936452839,0.4790234769391732,-0.3,0.5,0.5,thr0.448_maxday3,202606,600,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,97,0,8,20,18,False,primary
SPXW,20260611,202606,12:00,720,zero_dte,PUT,0.4491115903803382,0.2877708408947942,0.4491115903803382,-0.3,-0.3,-0.3,thr0.448_maxday3,202606,720,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,98,0,8,21,18,False,primary
SPXW,20260612,202606,10:15,615,zero_dte,PUT,0.4740999578169784,0.2342796239384849,0.4740999578169784,-0.3,0.5,0.5,thr0.448_maxday3,202606,615,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,99,0,9,22,18,False,primary
SPXW,20260612,202606,10:45,645,zero_dte,PUT,0.5397176580666165,0.2923560750598937,0.5397176580666165,0.5,-0.3,-0.3,thr0.448_maxday3,202606,645,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,100,0,9,23,18,False,primary
SPXW,20260612,202606,12:00,720,zero_dte,PUT,0.4928127269110832,0.2479191666581278,0.4928127269110832,0.5,-0.3,-0.3,thr0.448_maxday3,202606,720,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,101,0,9,24,18,False,primary
SPXW,20260615,202606,10:15,615,zero_dte,PUT,0.4790348248900968,0.3241838359510909,0.4790348248900968,0.5,-0.3,-0.3,thr0.448_maxday3,202606,615,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,102,0,9,25,18,False,primary
SPXW,20260616,202606,10:00,600,zero_dte,PUT,0.6817462379933873,0.2923438878868182,0.6817462379933873,-0.3,-0.3,-0.3,thr0.448_maxday3,202606,600,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,103,0,10,26,18,False,primary
SPXW,20260616,202606,10:30,630,zero_dte,PUT,0.4910520081269258,0.3605304541969175,0.4910520081269258,0.5,-0.3,-0.3,thr0.448_maxday3,202606,630,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,104,0,10,27,18,False,primary
SPXW,20260616,202606,11:45,705,zero_dte,PUT,0.4556693627443615,0.349899550825843,0.4556693627443615,0.5,-0.3,-0.3,thr0.448_maxday3,202606,705,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,105,0,10,28,18,False,primary
SPXW,20260617,202606,10:00,600,zero_dte,CALL,0.5657234869980238,0.5657234869980238,0.1889309367798367,0.5,-0.3,0.5,thr0.448_maxday3,202606,600,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,106,0,11,29,18,False,primary
SPXW,20260618,202606,10:45,645,zero_dte,PUT,0.4547718431873536,0.3469886914380947,0.4547718431873536,-0.3,-0.3,-0.3,thr0.448_maxday3,202606,645,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,107,0,12,30,18,False,primary
SPXW,20260622,202606,10:00,600,zero_dte,PUT,0.616285521579721,0.1546063204499492,0.616285521579721,-0.3,-0.3,-0.3,thr0.448_maxday3,202606,600,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,108,0,14,31,18,False,primary
SPXW,20260622,202606,10:30,630,zero_dte,PUT,0.5025183558951837,0.3375295544282399,0.5025183558951837,-0.3,0.5,0.5,thr0.448_maxday3,202606,630,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,109,0,14,32,18,False,primary
SPXW,20260622,202606,11:45,705,zero_dte,PUT,0.4771001224392025,0.2751223726535263,0.4771001224392025,-0.3,0.5,0.5,thr0.448_maxday3,202606,705,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,110,0,14,33,18,False,primary
SPXW,20260623,202606,10:30,630,zero_dte,PUT,0.4930446943221556,0.3367902967214837,0.4930446943221556,-0.3,0.5,0.5,thr0.448_maxday3,202606,630,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,111,0,14,34,18,False,primary
SPXW,20260623,202606,11:00,660,zero_dte,PUT,0.4637767536982396,0.2835831141490523,0.4637767536982396,-0.3,0.5,0.5,thr0.448_maxday3,202606,660,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,112,0,14,35,18,False,primary
SPXW,20260623,202606,11:45,705,zero_dte,PUT,0.465485709147859,0.3240655233755412,0.465485709147859,0.5,-0.3,-0.3,thr0.448_maxday3,202606,705,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,113,0,14,36,18,False,primary
SPXW,20260624,202606,10:00,600,zero_dte,CALL,0.5226652151661869,0.5226652151661869,0.3739236339155345,-0.3,-0.3,-0.3,thr0.448_maxday3,202606,600,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,114,0,15,37,18,False,primary
SPXW,20260624,202606,10:30,630,zero_dte,PUT,0.5056747917314752,0.2951213724170307,0.5056747917314752,-0.3,-0.3,-0.3,thr0.448_maxday3,202606,630,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,115,0,15,38,18,False,primary
SPXW,20260624,202606,11:45,705,zero_dte,PUT,0.5230578990289066,0.2973684514987681,0.5230578990289066,0.5,-0.3,-0.3,thr0.448_maxday3,202606,705,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,116,0,15,39,18,False,primary
SPXW,20260625,202606,10:15,615,zero_dte,PUT,0.4585676796825686,0.3768910679787081,0.4585676796825686,0.5,-0.3,-0.3,thr0.448_maxday3,202606,615,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,117,0,16,40,18,False,primary
SPXW,20260625,202606,10:45,645,zero_dte,PUT,0.4717827796743435,0.3665910896749594,0.4717827796743435,0.5,-0.3,-0.3,thr0.448_maxday3,202606,645,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,118,0,16,41,18,False,primary
SPXW,20260625,202606,12:00,720,zero_dte,PUT,0.5098092548439297,0.2585749831653597,0.5098092548439297,0.5,-0.3,-0.3,thr0.448_maxday3,202606,720,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,119,0,16,42,18,False,primary
SPXW,20260626,202606,10:45,645,zero_dte,PUT,0.4588878577057045,0.3077849269945328,0.4588878577057045,-0.3,-0.3,-0.3,thr0.448_maxday3,202606,645,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,120,0,17,43,18,False,primary
SPXW,20260626,202606,11:15,675,zero_dte,PUT,0.5407301644718815,0.3347628171293745,0.5407301644718815,0.5,-0.3,-0.3,thr0.448_maxday3,202606,675,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,121,0,17,44,18,False,primary
SPXW,20260626,202606,13:30,810,zero_dte,PUT,0.475541804961198,0.2769889095748979,0.475541804961198,-0.3,0.5,0.5,thr0.448_maxday3,202606,810,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,122,0,17,45,18,False,primary
SPXW,20260629,202606,10:00,600,zero_dte,PUT,0.5654400243687112,0.3110996078934707,0.5654400243687112,-0.3,0.5,0.5,thr0.448_maxday3,202606,600,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,123,0,18,46,18,False,primary
SPXW,20260630,202606,10:00,600,zero_dte,CALL,0.470043696747164,0.470043696747164,0.419048607333399,0.5,-0.3,0.5,thr0.448_maxday3,202606,600,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,124,0,18,47,18,False,primary
SPXW,20260630,202606,10:45,645,zero_dte,PUT,0.4993990228238766,0.3734680166037985,0.4993990228238766,-0.3,0.5,0.5,thr0.448_maxday3,202606,645,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fulljun_excl202605_spxw_v1\event_option_gate_trades.csv,125,0,18,48,18,False,primary
